Book,Time,Action,Bonus,Change,Balance
Draftkings,2022-11-12 14:48:00,Wager,,-7.0,770.89
Draftkings,2022-11-12 14:49:00,Wager,,-3.89,767.0
Draftkings,2022-11-12 22:00:00,Winnings,,9.53,776.53
Draftkings,2022-11-13 02:05:00,Winnings,,1.41,777.94
Draftkings,2022-11-13 11:38:00,Wager,,-5.94,772.0
Draftkings,2022-11-13 11:40:00,Wager,,-2.0,770.0
Draftkings,2022-11-13 11:47:00,Wager,,-6.0,764.0
Draftkings,2022-11-15 18:56:00,Wager,,-10.0,754.0
Draftkings,2022-11-15 18:58:00,Wager,,-14.0,740.0
Draftkings,2022-11-15 19:01:00,Wager,,-4.0,736.0
Draftkings,2022-11-15 19:08:00,Wager,,-3.0,733.0
Draftkings,2022-11-15 23:23:00,Winnings,,32.2,765.2
Draftkings,2022-11-15 23:23:00,Winnings,,9.1,774.3
Draftkings,2022-11-16 18:11:00,Wager,,-10.0,764.3
Draftkings,2022-11-17 19:13:00,Wager,,-5.0,759.3
Draftkings,2022-11-17 19:17:00,Wager,,-6.0,753.3
Draftkings,2022-11-17 19:17:00,Wager,,6.0,759.3
Draftkings,2022-11-17 19:17:00,Wager,,-6.0,753.3
Draftkings,2022-11-17 20:29:00,Winnings,,8.44,761.74
Draftkings,2022-11-17 20:30:00,Winnings,,1.56,763.3
Draftkings,2022-11-17 22:52:00,Wager,,-7.3,756.0
Draftkings,2022-11-19 10:59:00,Wager,,-7.0,749.0
Draftkings,2022-11-19 11:03:00,Wager,,-15.0,734.0
Draftkings,2022-11-19 11:05:00,Wager,,-15.0,719.0
Draftkings,2022-11-19 22:06:00,Wager,,-7.0,712.0
Draftkings,2022-11-20 00:39:00,Wager,,-7.0,705.0
Draftkings,2022-11-20 00:58:00,Winnings,,1.92,719.75
Draftkings,2022-11-20 00:58:00,Winnings,,12.83,717.83
Draftkings,2022-11-20 12:29:00,Winnings,,35.25,755.0
Draftkings,2022-11-20 12:29:00,Winnings,,20.25,775.25
Draftkings,2022-11-20 15:03:00,Winnings,,20.91,796.16
Draftkings,2022-11-20 15:08:00,Winnings,,2.2,798.36
Draftkings,2022-11-20 15:08:00,Winnings,,8.4,806.76
Draftkings,2022-11-20 15:12:00,Winnings,,6.81,813.57
Draftkings,2022-11-20 15:32:00,Wager,,-2.57,811.0
Draftkings,2022-11-20 15:34:00,Winnings,,14.7,825.7
Draftkings,2022-11-20 15:34:00,Winnings,,7.7,833.4
Draftkings,2022-11-20 23:26:00,Wager,,-7.4,826.0
Draftkings,2022-11-21 17:18:00,Wager,,-3.0,823.0
Draftkings,2022-11-24 10:55:00,Wager,,-10.0,813.0
Draftkings,2022-11-24 10:59:00,Wager,,-8.0,805.0
Draftkings,2022-11-24 17:22:00,Wager,,-5.0,800.0
Draftkings,2022-11-24 17:26:00,Wager,,-15.0,785.0
Draftkings,2022-11-24 22:24:00,Winnings,,15.67,800.67
Draftkings,2022-11-24 22:48:00,Winnings,,18.0,818.67
Draftkings,2022-11-24 22:48:00,Winnings,,10.0,828.67
Draftkings,2022-11-25 13:02:00,Wager,,-5.67,823.0
Draftkings,2022-11-25 15:10:00,Wager,,-6.0,817.0
Draftkings,2022-11-26 00:01:00,Winnings,,16.5,833.5
Draftkings,2022-11-26 00:01:00,Winnings,,5.42,838.92
Draftkings,2022-11-26 00:44:00,Winnings,,13.5,852.42
Draftkings,2022-11-26 00:44:00,Winnings,,1.88,854.3
Draftkings,2022-11-26 00:49:00,Wager,,-6.3,848.0
Draftkings,2022-11-27 10:03:00,Wager,,-6.0,842.0
Draftkings,2022-11-27 10:05:00,Wager,,-4.0,838.0
Draftkings,2022-11-27 10:08:00,Wager,,-8.0,830.0
Draftkings,2022-11-27 15:04:00,Winnings,,7.8,851.6
Draftkings,2022-11-27 15:04:00,Winnings,,13.8,843.8
Draftkings,2022-11-27 16:24:00,Winnings,,16.8,868.4
Draftkings,2022-11-29 15:03:00,Winnings,,18.04,886.44
Draftkings,2022-11-29 19:51:00,Wager,,-2.44,884.0
Draftkings,2022-11-30 19:49:00,Wager,,-10.0,874.0
Draftkings,2022-12-01 18:47:00,Wager,,-10.0,864.0
Draftkings,2022-12-01 18:51:00,Wager,,-20.0,844.0
Draftkings,2022-12-01 19:00:00,Wager,,-4.0,840.0
Draftkings,2022-12-02 20:21:00,Wager,,-3.0,837.0
Draftkings,2022-12-03 12:31:00,Wager,,-7.0,830.0
Draftkings,2022-12-03 22:17:00,Winnings,,13.36,843.36
Draftkings,2022-12-03 22:17:00,Winnings,,2.1,845.46
Draftkings,2022-12-04 09:46:00,Wager,,-2.46,843.0
Draftkings,2022-12-04 15:16:00,Winnings,,11.5,854.5
Draftkings,2022-12-04 15:16:00,Winnings,,1.87,856.37
Draftkings,2022-12-04 15:20:00,Winnings,,24.54,880.91
Draftkings,2022-12-11 11:52:00,Wager,,-6.91,874.0
Draftkings,2022-12-11 11:55:00,Wager,,-10.0,864.0
Draftkings,2022-12-11 11:56:00,Winnings,,10.0,874.0
Draftkings,2022-12-11 11:57:00,Wager,,-10.0,864.0
Draftkings,2022-12-11 11:59:00,Wager,,-4.0,860.0
Draftkings,2022-12-11 11:59:00,Wager,,-2.0,858.0
Draftkings,2022-12-12 18:39:00,Wager,,-10.0,848.0
Draftkings,2022-12-15 20:48:00,Wager,,-4.0,844.0
Draftkings,2022-12-15 22:22:00,Winnings,,9.2,853.2
Draftkings,2022-12-15 22:22:00,Winnings,,2.6,855.8
Draftkings,2022-12-17 12:08:00,Wager,,-10.0,845.8
Draftkings,2022-12-17 12:10:00,Wager,,-5.8,840.0
Draftkings,2022-12-17 23:06:00,Wager,,-10.0,830.0
Draftkings,2022-12-17 23:10:00,Wager,,-15.0,815.0
Draftkings,2022-12-18 09:37:00,Wager,,-2.0,813.0
Draftkings,2022-12-18 15:43:00,Winnings,,21.5,834.5
Draftkings,2022-12-18 17:53:00,Winnings,,18.69,853.19
Draftkings,2022-12-18 17:53:00,Winnings,,3.81,857.0
Draftkings,2022-12-18 18:33:00,Winnings,,24.28,881.28
Draftkings,2022-12-18 19:02:00,Wager,,-15.28,866.0
Draftkings,2022-12-21 18:17:00,Wager,,-4.0,862.0
Draftkings,2022-12-23 21:10:00,Wager,,-10.0,852.0
Draftkings,2022-12-23 21:14:00,Wager,,-10.0,842.0
Draftkings,2022-12-23 21:16:00,Wager,,-10.0,832.0
Draftkings,2022-12-24 09:38:00,Wager,,-7.0,825.0
Draftkings,2022-12-24 15:37:00,Winnings,,18.9,843.9
Draftkings,2022-12-24 15:37:00,Winnings,,3.57,847.47
Draftkings,2022-12-25 15:36:00,Wager,,-5.0,842.47
Draftkings,2022-12-25 15:38:00,Wager,,-10.0,832.47
Draftkings,2022-12-25 18:57:00,Winnings,,23.0,855.47
Draftkings,2022-12-25 18:57:00,Winnings,,6.5,861.97
Draftkings,2022-12-29 19:17:00,Wager,,-8.0,853.97
Draftkings,2022-12-29 19:17:00,Wager,,-8.0,853.97
Draftkings,2022-12-29 19:17:00,Wager,,8.0,861.97
Draftkings,2022-12-30 21:56:00,Wager,,-6.97,847.0
Draftkings,2022-12-30 21:57:00,Wager,,-10.0,837.0
Draftkings,2022-12-31 09:59:00,Wager,,-10.0,827.0
Draftkings,2022-12-31 10:00:00,Wager,,-10.0,817.0
Draftkings,2022-12-31 19:05:00,Winnings,,19.09,836.09
Draftkings,2022-12-31 19:11:00,Winnings,,4.54,840.63
Draftkings,2022-12-31 20:24:00,Winnings,,6.13,869.03
Draftkings,2022-12-31 20:24:00,Winnings,,22.27,862.9
Draftkings,2023-01-01 09:32:00,Wager,,-10.0,859.03
Draftkings,2023-01-01 09:34:00,Wager,,-2.03,857.0
Draftkings,2023-01-01 09:40:00,Wager,,-7.0,850.0
Draftkings,2023-01-01 09:43:00,Wager,,-6.0,844.0
Draftkings,2023-01-01 11:55:00,Wager,,-1.0,843.0
Draftkings,2023-01-01 11:55:00,Wager,,-5.0,838.0
Draftkings,2023-01-01 11:56:00,Wager,,-4.0,834.0
Draftkings,2023-01-01 11:56:00,Wager,,-4.0,830.0
Draftkings,2023-01-03 20:47:00,Wager,,-6.0,824.0
Draftkings,2023-01-05 16:02:00,Wager,,-10.0,814.0
Draftkings,2023-01-05 16:03:00,Wager,,-5.0,809.0
Draftkings,2023-01-07 09:08:00,Wager,,-5.0,804.0
Draftkings,2023-01-07 09:08:00,Wager,,-6.0,798.0
Draftkings,2023-01-08 11:54:00,Wager,,-1.0,797.0
Draftkings,2023-01-08 21:19:00,Winnings,,8.0,805.0
Draftkings,2023-01-08 21:19:00,Winnings,,2.0,807.0
Draftkings,2023-01-12 19:03:00,Wager,,-10.0,797.0
Draftkings,2023-01-14 14:40:00,Wager,,-7.0,790.0
Draftkings,2023-01-14 14:42:00,Wager,,-10.0,780.0
Draftkings,2023-01-14 14:42:00,Wager,,-10.0,770.0
Draftkings,2023-01-14 15:59:00,Winnings,,16.89,786.89
Draftkings,2023-01-14 16:01:00,Winnings,,3.11,790.0
Draftkings,2023-01-14 17:49:00,Winnings,,32.5,822.5
Draftkings,2023-01-15 21:56:00,Wager,,-10.0,812.5
Draftkings,2023-01-15 22:18:00,Winnings,,18.0,830.5
Draftkings,2023-01-16 14:29:00,Wager,,-10.0,820.5
Draftkings,2023-01-16 14:32:00,Wager,,-10.0,810.5
Draftkings,2023-01-16 14:34:00,Wager,,-10.0,800.5
Draftkings,2023-01-16 15:53:00,Winnings,,15.55,816.05
Draftkings,2023-01-16 15:53:00,Winnings,,1.83,817.88
Draftkings,2023-01-16 22:28:00,Winnings,,16.66,834.54
Draftkings,2023-01-16 22:29:00,Winnings,,3.34,837.88
Draftkings,2023-01-21 15:13:00,Wager,,-7.88,830.0
Draftkings,2023-01-21 15:13:00,Wager,,7.88,837.88
Draftkings,2023-01-21 15:14:00,Wager,,-10.0,827.88
Draftkings,2023-01-21 15:16:00,Wager,,-6.88,821.0
Draftkings,2023-01-21 17:05:00,Winnings,,14.1,835.1
Draftkings,2023-01-21 17:05:00,Winnings,,3.61,838.71
Draftkings,2023-01-21 19:46:00,Winnings,,16.66,855.37
Draftkings,2023-01-21 19:50:00,Winnings,,3.34,858.71
Draftkings,2023-01-22 11:44:00,Wager,,-7.71,851.0
Draftkings,2023-01-22 11:47:00,Wager,,-7.0,844.0
Draftkings,2023-01-22 11:48:00,Wager,,-10.0,834.0
Draftkings,2023-01-22 11:49:00,Wager,,-2.0,832.0
Draftkings,2023-01-22 11:50:00,Wager,,-2.0,830.0
Draftkings,2023-01-22 14:07:00,Winnings,,4.5,834.5
Draftkings,2023-01-22 14:09:00,Winnings,,1.0,835.5
Draftkings,2023-01-22 20:47:00,Winnings,,25.0,860.5
Draftkings,2023-01-26 00:55:00,Wager,,-14.5,846.0
Draftkings,2023-01-26 20:01:00,Wager,,-5.0,841.0
Draftkings,2023-01-26 22:16:00,Winnings,,14.5,855.5
Draftkings,2023-01-27 13:03:00,Wager,,-10.0,845.5
Draftkings,2023-01-27 13:09:00,Wager,,-15.0,830.5
Draftkings,2023-01-27 13:10:00,Wager,,-10.0,820.5
Draftkings,2023-01-27 21:43:00,Winnings,,44.25,864.75
Draftkings,2023-01-27 21:43:00,Winnings,,29.25,894.0
Draftkings,2023-01-27 23:20:00,Winnings,,19.71,913.71
Draftkings,2023-01-27 23:20:00,Winnings,,4.85,918.56
Draftkings,2023-01-28 09:46:00,Wager,,-5.56,913.0
Draftkings,2023-01-28 09:51:00,Wager,,-15.0,898.0
Draftkings,2023-01-28 09:55:00,Wager,,-11.0,887.0
Draftkings,2023-01-28 13:17:00,Wager,,-10.0,877.0
Draftkings,2023-01-28 15:08:00,Winnings,,18.69,895.69
Draftkings,2023-01-28 15:08:00,Winnings,,4.35,900.04
Draftkings,2023-01-28 21:19:00,Winnings,,33.0,933.04
Draftkings,2023-01-28 21:21:00,Winnings,,13.5,946.54
Draftkings,2023-01-28 23:06:00,Winnings,,9.14,955.68
Draftkings,2023-01-28 23:09:00,Winnings,,1.98,957.66
Draftkings,2023-01-29 10:04:00,Wager,,-10.0,947.66
Draftkings,2023-01-29 10:05:00,Wager,,-5.66,942.0
Draftkings,2023-01-29 10:06:00,Wager,,-2.0,940.0
Draftkings,2023-01-29 10:07:00,Wager,,-10.0,930.0
Draftkings,2023-01-29 12:22:00,Wager,,-4.0,926.0
Draftkings,2023-01-29 15:09:00,Winnings,,9.7,935.7
Draftkings,2023-01-29 15:13:00,Winnings,,4.45,940.15
Draftkings,2023-01-29 18:43:00,Winnings,,15.0,955.15
Draftkings,2023-01-29 18:44:00,Winnings,,4.0,959.15
Draftkings,2023-01-29 20:15:00,Winnings,,15.26,974.41
Draftkings,2023-01-29 20:21:00,Winnings,,4.74,979.15
Draftkings,2023-01-30 20:53:00,Wager,,-10.0,969.15
Draftkings,2023-01-30 20:56:00,Wager,,-6.15,963.0
Draftkings,2023-01-31 18:39:00,Wager,,-10.0,943.0
Draftkings,2023-01-31 18:39:00,Wager,,-10.0,953.0
Draftkings,2023-01-31 19:19:00,Winnings,,14.14,957.14
Draftkings,2023-01-31 20:53:00,Winnings,,11.66,968.8
Draftkings,2023-01-31 23:52:00,Winnings,,30.5,999.3
Draftkings,2023-02-01 18:39:00,Winnings,,22.9,1022.2
Draftkings,2023-02-01 19:47:00,Wager,,-10.0,1012.2
Draftkings,2023-02-01 19:48:00,Wager,,-10.0,1002.2
Draftkings,2023-02-01 20:28:00,Winnings,,17.4,1019.6
Draftkings,2023-02-02 19:32:00,Wager,,-10.0,1009.6
Draftkings,2023-02-02 19:33:00,Wager,,-11.0,998.6
Draftkings,2023-02-02 19:55:00,Winnings,,16.36,1014.96
Draftkings,2023-02-04 10:29:00,Wager,,-10.0,1004.96
Draftkings,2023-02-04 10:30:00,Wager,,-10.0,994.96
Draftkings,2023-02-04 19:32:00,Winnings,,14.87,1009.83
Draftkings,2023-02-07 12:08:00,Wager,,-1.0,1008.83
Draftkings,2023-02-07 12:14:00,Wager,,-10.0,998.83
Draftkings,2023-02-07 18:58:00,Wager,,-10.0,988.83
Draftkings,2023-02-07 23:50:00,Winnings,,2.05,990.88
Draftkings,2023-02-08 19:50:00,Wager,,-5.88,985.0
Draftkings,2023-02-08 19:53:00,Wager,,-10.0,975.0
Draftkings,2023-02-09 17:53:00,Wager,,-6.0,969.0
Draftkings,2023-02-09 19:54:00,Wager,,-10.0,959.0
Draftkings,2023-02-10 20:06:00,Wager,,-10.0,949.0
Draftkings,2023-02-10 20:07:00,Wager,,-3.0,946.0
Draftkings,2023-02-10 23:34:00,Winnings,,38.5,984.5
Draftkings,2023-02-11 09:58:00,Wager,,-10.0,974.5
Draftkings,2023-02-11 10:10:00,Wager,,-8.5,966.0
Draftkings,2023-02-12 12:07:00,Wager,,-10.0,956.0
Draftkings,2023-02-12 15:40:00,Winnings,,39.5,995.5
Draftkings,2023-02-12 21:04:00,Winnings,,10.28,1005.78
Draftkings,2023-02-12 21:16:00,Winnings,,24.27,1030.05
Draftkings,2023-02-13 19:23:00,Wager,,-10.0,1020.05
Draftkings,2023-02-13 23:31:00,Winnings,,36.0,1056.05
Draftkings,2023-02-14 18:49:00,Wager,,-10.0,1046.05
Draftkings,2023-02-15 19:24:00,Wager,,-10.0,1036.05
Draftkings,2023-02-15 22:26:00,Winnings,,37.0,1073.05
Draftkings,2023-02-18 12:06:00,Wager,,-15.0,1058.05
Draftkings,2023-02-18 15:49:00,Wager,,-11.0,1047.05
Draftkings,2023-02-18 17:18:00,Winnings,,20.16,1067.21
Draftkings,2023-02-18 17:18:00,Winnings,,4.59,1071.8
Draftkings,2023-02-19 11:59:00,Wager,,-6.0,1065.8
Draftkings,2023-02-19 13:23:00,Wager,,-10.0,1055.8
Draftkings,2023-02-19 14:02:00,Winnings,,4.54,1079.43
Draftkings,2023-02-19 14:02:00,Winnings,,19.09,1074.89
Draftkings,2023-02-19 14:42:00,Wager,,-10.0,1069.43
Draftkings,2023-02-19 21:54:00,Winnings,,22.5,1091.93
Draftkings,2023-02-19 21:55:00,Winnings,,3.12,1095.05
Draftkings,2023-02-20 19:08:00,Wager,,-3.0,1092.05
Draftkings,2023-02-21 19:50:00,Wager,,-10.0,1082.05
Draftkings,2023-02-21 19:56:00,Wager,,-4.0,1078.05
Draftkings,2023-02-21 22:34:00,Winnings,,11.8,1089.85
Draftkings,2023-02-24 20:05:00,Wager,,-10.0,1079.85
Draftkings,2023-02-24 23:48:00,Winnings,,36.5,1116.35
Draftkings,2023-02-25 18:15:00,Wager,,-10.0,1106.35
Draftkings,2023-02-25 20:06:00,Wager,,-5.0,1101.35
Draftkings,2023-02-27 08:29:00,Wager,,-10.0,1091.35
Draftkings,2023-02-28 10:02:00,Wager,,-10.0,1081.35
Draftkings,2023-02-28 21:37:00,Winnings,,35.5,1116.85
Draftkings,2023-03-01 12:49:00,Wager,,-10.0,1106.85
Draftkings,2023-03-01 12:51:00,Wager,,-10.0,1096.85
Draftkings,2023-03-01 20:19:00,Winnings,,16.25,1113.1
Draftkings,2023-03-01 20:19:00,Winnings,,3.75,1116.85
Draftkings,2023-03-01 20:55:00,Wager,,-10.0,1106.85
Draftkings,2023-03-01 20:55:00,Wager,,10.0,1116.85
Draftkings,2023-03-01 20:56:00,Wager,,-10.0,1106.85
Draftkings,2023-03-02 09:03:00,Wager,,-10.0,1096.85
Draftkings,2023-03-02 22:25:00,Wager,,-10.0,1086.85
Draftkings,2023-03-03 00:15:00,Winnings,,16.06,1102.91
Draftkings,2023-03-03 00:16:00,Winnings,,2.0,1104.91
Draftkings,2023-03-03 12:50:00,Wager,,-15.0,1089.91
Draftkings,2023-03-03 15:36:00,Wager,,-10.0,1079.91
Draftkings,2023-03-04 19:24:00,Wager,,-10.0,1069.91
Draftkings,2023-03-04 19:24:00,Wager,,-7.0,1062.91
Draftkings,2023-03-04 21:09:00,Wager,,-10.0,1052.91
Draftkings,2023-03-05 14:05:00,Wager,,-10.0,1042.91
Draftkings,2023-03-05 18:02:00,Winnings,,19.69,1062.6
Draftkings,2023-03-06 15:53:00,Wager,,-10.0,1052.6
Draftkings,2023-03-07 20:48:00,Wager,,-10.0,1042.6
Draftkings,2023-03-07 23:40:00,Winnings,,41.0,1083.6
Draftkings,2023-03-08 09:07:00,Wager,,-2.0,1071.6
Draftkings,2023-03-08 09:07:00,Wager,,-10.0,1073.6
Draftkings,2023-03-08 18:56:00,Wager,,-10.0,1061.6
Draftkings,2023-03-08 21:13:00,Wager,,-10.0,1051.6
Draftkings,2023-03-08 22:24:00,Winnings,,20.5,1072.1
Draftkings,2023-03-09 10:44:00,Wager,,-10.0,1062.1
Draftkings,2023-03-09 15:36:00,Winnings,,24.03,1086.13
Draftkings,2023-03-09 19:42:00,Wager,,-5.0,1081.13
Draftkings,2023-03-09 21:18:00,Winnings,,33.0,1114.13
Draftkings,2023-03-10 12:04:00,Wager,,-3.0,1111.13
Draftkings,2023-03-10 13:24:00,Winnings,,14.48,1125.61
Draftkings,2023-03-10 13:25:00,Winnings,,1.9,1127.51
Draftkings,2023-03-10 13:58:00,Wager,,-15.0,1112.51
Draftkings,2023-03-10 14:03:00,Wager,,-10.0,1102.51
Draftkings,2023-03-10 14:07:00,Wager,,6.0,1102.51
Draftkings,2023-03-10 14:07:00,Wager,,-6.0,1096.51
Draftkings,2023-03-10 19:19:00,Wager,,-7.0,1095.51
Draftkings,2023-03-10 22:26:00,Wager,,-7.0,1088.51
Draftkings,2023-03-10 22:53:00,Winnings,,12.83,1101.34
Draftkings,2023-03-10 22:53:00,Winnings,,1.92,1103.26
Draftkings,2023-03-11 11:51:00,Wager,,-10.0,1093.26
Draftkings,2023-03-11 16:17:00,Winnings,,29.86,1123.12
Draftkings,2023-03-11 20:18:00,Winnings,,36.5,1159.62
Draftkings,2023-03-11 21:34:00,Wager,,-5.0,1154.62
Draftkings,2023-03-11 23:04:00,Winnings,,9.54,1164.16
Draftkings,2023-03-12 11:13:00,Wager,,-10.0,1154.16
Draftkings,2023-03-12 11:15:00,Wager,,-12.0,1142.16
Draftkings,2023-03-12 16:41:00,Winnings,,23.42,1165.58
Draftkings,2023-03-12 16:41:00,Winnings,,26.35,1191.93
Draftkings,2023-03-12 16:42:00,Winnings,,3.78,1195.71
Draftkings,2023-03-12 22:48:00,Winnings,,47.0,1242.71
Draftkings,2023-03-13 19:08:00,Wager,,-10.0,1232.71
Draftkings,2023-03-14 19:42:00,Wager,,-7.0,1225.71
Draftkings,2023-03-14 19:44:00,Wager,,-10.0,1215.71
Draftkings,2023-03-14 20:03:00,Winnings,,13.66,1229.37
Draftkings,2023-03-14 20:03:00,Winnings,,1.67,1231.04
Draftkings,2023-03-15 18:56:00,Wager,,-7.0,1224.04
Draftkings,2023-03-15 18:57:00,Wager,,-10.0,1214.04
Draftkings,2023-03-15 18:59:00,Wager,,-10.0,1204.04
Draftkings,2023-03-15 19:43:00,Winnings,,1.59,1218.99
Draftkings,2023-03-15 19:43:00,Winnings,,13.36,1217.4
Draftkings,2023-03-16 12:31:00,Wager,,-2.0,1216.99
Draftkings,2023-03-16 12:34:00,Wager,,-10.0,1206.99
Draftkings,2023-03-16 16:45:00,Winnings,,4.9,1211.89
Draftkings,2023-03-16 16:46:00,Winnings,,0.6,1212.49
Draftkings,2023-03-16 18:14:00,Wager,,-5.0,1207.49
Draftkings,2023-03-16 23:16:00,Winnings,,26.14,1233.63
Draftkings,2023-03-17 08:53:00,Wager,,-5.0,1228.63
Draftkings,2023-03-17 08:53:00,Wager,,-15.0,1213.63
Draftkings,2023-03-17 09:59:00,Wager,,-4.0,1209.63
Draftkings,2023-03-17 20:52:00,Winnings,,26.0,1235.63
Draftkings,2023-03-17 20:53:00,Winnings,,5.5,1241.13
Draftkings,2023-03-17 21:06:00,Winnings,,18.5,1259.63
Draftkings,2023-03-17 21:06:00,Winnings,,2.35,1261.98
Draftkings,2023-03-18 13:07:00,Wager,,-5.0,1256.98
Draftkings,2023-03-18 13:08:00,Wager,,-10.0,1246.98
Draftkings,2023-03-18 13:09:00,Wager,,-10.0,1236.98
Draftkings,2023-03-18 13:11:00,Wager,,-6.0,1230.98
Draftkings,2023-03-18 14:44:00,Winnings,,1.22,1240.9
Draftkings,2023-03-18 14:44:00,Winnings,,8.7,1239.68
Draftkings,2023-03-18 16:14:00,Winnings,,21.71,1262.61
Draftkings,2023-03-18 17:11:00,Wager,,-10.0,1252.61
Draftkings,2023-03-18 17:11:00,Wager,,-0.61,1252.0
Draftkings,2023-03-18 21:17:00,Winnings,,20.43,1272.43
Draftkings,2023-03-18 21:17:00,Winnings,,4.61,1277.04
Draftkings,2023-03-19 10:25:00,Wager,,-6.0,1271.04
Draftkings,2023-03-19 18:44:00,Wager,,-6.0,1265.04
Draftkings,2023-03-19 18:44:00,Wager,,6.0,1271.04
Draftkings,2023-03-19 18:44:00,Wager,,-7.0,1264.04
Draftkings,2023-03-19 18:46:00,Wager,,-6.0,1258.04
Draftkings,2023-03-19 23:09:00,Winnings,,20.2,1278.24
Draftkings,2023-03-23 19:42:00,Wager,,-8.0,1270.24
Draftkings,2023-03-23 19:44:00,Wager,,-6.0,1264.24
Draftkings,2023-03-26 12:56:00,Wager,,-10.0,1254.24
Draftkings,2023-03-26 16:39:00,Wager,,-7.0,1247.24
Draftkings,2023-03-26 18:11:00,Wager,,-6.0,1241.24
Draftkings,2023-03-26 19:22:00,Winnings,,14.7,1255.94
Draftkings,2023-03-26 19:22:00,Winnings,,4.35,1260.29
Draftkings,2023-03-26 19:36:00,Winnings,,5.42,1289.16
Draftkings,2023-03-26 19:36:00,Winnings,,23.45,1283.74
Draftkings,2023-03-29 18:43:00,Wager,,-10.0,1279.16
Draftkings,2023-03-29 18:46:00,Wager,,-7.0,1272.16
Draftkings,2023-03-29 18:46:00,Wager,,7.0,1279.16
Draftkings,2023-03-29 18:47:00,Wager,,-7.0,1272.16
Draftkings,2023-03-29 18:47:00,Wager,,7.0,1279.16
Draftkings,2023-03-29 18:47:00,Wager,,-7.0,1272.16
Draftkings,2023-03-29 18:49:00,Wager,,-10.0,1262.16
Draftkings,2023-03-29 21:38:00,Winnings,,34.5,1296.66
Draftkings,2023-03-30 16:49:00,Wager,,-10.0,1286.66
Draftkings,2023-03-30 16:50:00,Wager,,-10.0,1276.66
Draftkings,2023-03-30 16:51:00,Wager,,-10.0,1266.66
Draftkings,2023-03-30 20:47:00,Winnings,,15.71,1282.37
Draftkings,2023-03-30 20:47:00,Winnings,,4.29,1286.66
Draftkings,2023-03-30 22:05:00,Winnings,,38.0,1324.66
Draftkings,2023-03-30 23:03:00,Winnings,,15.55,1340.21
Draftkings,2023-03-30 23:03:00,Winnings,,4.45,1344.66
Draftkings,2023-03-31 18:44:00,Wager,,-10.0,1334.66
Draftkings,2023-03-31 18:44:00,Wager,,-10.0,1324.66
Draftkings,2023-03-31 18:45:00,Wager,,-10.0,1314.66
Draftkings,2023-03-31 18:48:00,Wager,,-10.0,1304.66
Draftkings,2023-03-31 21:48:00,Winnings,,35.0,1339.66
Draftkings,2023-03-31 23:15:00,Winnings,,14.34,1354.0
Draftkings,2023-03-31 23:15:00,Winnings,,5.66,1359.66
Draftkings,2023-04-01 12:02:00,Wager,,-6.0,1353.66
Draftkings,2023-04-01 12:04:00,Wager,,-10.0,1343.66
Draftkings,2023-04-01 12:06:00,Wager,,-6.0,1337.66
Draftkings,2023-04-01 15:53:00,Winnings,,17.4,1355.06
Draftkings,2023-04-01 15:53:00,Winnings,,3.42,1358.48
Draftkings,2023-04-01 17:03:00,Winnings,,13.2,1371.68
Draftkings,2023-04-01 17:03:00,Winnings,,2.37,1374.05
Draftkings,2023-04-01 17:59:00,Winnings,,23.44,1397.49
Draftkings,2023-04-02 09:57:00,Wager,,-5.0,1392.49
Draftkings,2023-04-02 15:55:00,Winnings,,19.0,1411.49
Draftkings,2023-04-02 15:55:00,Winnings,,4.2,1415.69
Draftkings,2023-04-02 16:01:00,Wager,,-10.0,1405.69
Draftkings,2023-04-02 16:03:00,Wager,,-5.69,1400.0
Draftkings,2023-04-02 20:34:00,Winnings,,18.34,1418.34
Draftkings,2023-04-02 20:35:00,Winnings,,4.17,1422.51
Draftkings,2023-04-03 13:23:00,Wager,,-5.0,1417.51
Draftkings,2023-04-04 18:43:00,Wager,,-6.0,1411.51
Draftkings,2023-04-04 18:46:00,Wager,,-7.0,1404.51
Draftkings,2023-04-05 19:48:00,Wager,,-10.0,1394.51
Draftkings,2023-04-05 19:52:00,Wager,,-7.0,1387.51
Draftkings,2023-04-05 19:52:00,Wager,,7.0,1394.51
Draftkings,2023-04-05 19:53:00,Wager,,-7.0,1387.51
Draftkings,2023-04-05 19:53:00,Wager,,7.0,1394.51
Draftkings,2023-04-05 19:54:00,Wager,,-7.0,1387.51
Draftkings,2023-04-05 19:56:00,Wager,,-3.0,1384.51
Draftkings,2023-04-05 19:58:00,Wager,,-7.0,1377.51
Draftkings,2023-04-05 20:00:00,Winnings,,22.5,1400.01
Draftkings,2023-04-05 23:34:00,Winnings,,8.7,1408.71
Draftkings,2023-04-05 23:34:00,Winnings,,3.3,1412.01
Draftkings,2023-04-06 00:34:00,Wager,,-5.0,1407.01
Draftkings,2023-04-06 00:35:00,Wager,,-1.0,1406.01
Draftkings,2023-04-06 20:25:00,Wager,,-7.0,1399.01
Draftkings,2023-04-06 20:26:00,Wager,,-2.0,1397.01
Draftkings,2023-04-06 20:27:00,Wager,,-3.0,1394.01
Draftkings,2023-04-06 21:43:00,Winnings,,27.54,1421.55
Draftkings,2023-04-06 21:43:00,Winnings,,6.78,1428.33
Draftkings,2023-04-07 10:48:00,Wager,,-5.0,1423.33
Draftkings,2023-04-07 11:29:00,Wager,,-7.0,1416.33
